State,City,Population
Florida,Perry,"7,031"
Florida,Lake Lorraine,"7,010"
Florida,West Wakulla,"6,983"
Florida,North Sarasota,"6,982"
Florida,Live Oak,"6,969"
Florida,Port St. Lucie-River Park,"6,968"
Florida,Pompano Beach Highlands,"6,964"
Florida,Boyette,"6,874"
Florida,Fort Myers Beach,"6,811"
Florida,Treasure Island,"6,810"
Florida,Opa-locka North,"6,760"
Florida,Dade City,"6,750"
Florida,Willow Oak,"6,732"
Florida,St. Augustine Beach,"6,706"
Florida,Wedgefield,"6,705"
Florida,Viera West,"6,641"
Florida,Siesta Key,"6,565"
Florida,Southeast Arcadia,"6,554"
Florida,Inverness Highlands South,"6,542"
Florida,Silver Springs Shores,"6,539"
Florida,Belle Isle,"6,528"
Florida,Fort Pierce North,"6,474"
Florida,Islamorada,"6,428"
Florida,Macclenny,"6,417"
Florida,Inwood,"6,403"
Florida,Lauderdale-by-the-Sea,"6,388"
Florida,Wimauma,"6,373"
Florida,Pelican Bay,"6,346"
Florida,Kathleen,"6,332"
Florida,West Miami,"6,326"
Florida,Pembroke Park,"6,287"
Florida,Indian River Estates,"6,220"
Florida,Gulf Breeze,"6,195"
Florida,Sky Lake,"6,153"
Florida,Miramar Beach,"6,146"
Florida,Orlovista,"6,123"
Florida,Osprey,"6,100"
Florida,Indiantown,"6,083"
Florida,Pahokee,"6,029"
Florida,Bay Harbor Islands,"6,007"
Georgia,Atlanta,"456,002"
Georgia,Augusta-Richmond County,"196,741"
Georgia,Columbus,"185,888"
Georgia,Northeast Cobb,"169,756"
Georgia,Savannah,"144,352"
Georgia,Augusta,"136,381"
Georgia,Athens-Clarke County,"119,648"
Georgia,Sandy Springs,"101,908"
Georgia,Roswell,"94,089"
Georgia,Macon,"89,981"
Georgia,Athens,"85,116"
Georgia,Johns Creek,"83,102"
Georgia,Albany,"75,769"
Georgia,Warner Robins,"73,271"
Georgia,Alpharetta,"63,038"
Georgia,Marietta,"60,014"
Georgia,West Dougherty,"59,317"
Georgia,Valdosta,"56,595"
Georgia,Smyrna,"54,958"
Georgia,Dacula-Rocky Creek,"51,522"
Georgia,Dunwoody,"48,000"
Georgia,Big Creek,"42,663"
Georgia,Bill Arp,"40,565"
Georgia,North Atlanta,"40,456"
Georgia,Mableton,"37,115"
Georgia,Milton,"36,662"
Georgia,Gainesville,"36,306"
Georgia,Newnan,"36,203"
Georgia,East Dougherty,"36,163"
Georgia,Rome,"35,997"
Georgia,Martinez,"35,795"
Georgia,East Point,"35,488"
Georgia,Peachtree City,"35,063"
Georgia,Hinesville,"34,815"
Georgia,Gracewood,"34,147"
Georgia,Dalton,"33,529"
Georgia,Redan,"33,015"
Georgia,Douglasville,"32,523"
Georgia,Kennesaw,"32,400"
Georgia,LaGrange,"30,557"
Georgia,Pooler-Burroughs,"30,395"
Georgia,Statesboro,"30,367"
Georgia,Lawrenceville,"30,212"
Georgia,Evans,"29,011"
Georgia,Duluth,"28,838"
Georgia,Woodstock,"27,823"
Georgia,Tybee Island-Wilmington,"27,669"
Georgia,Stockbridge,"27,619"
Georgia,Tucker,"27,581"
Georgia,Carrollton,"26,690"
Georgia,South Rockdale,"26,083"
Georgia,Canton,"24,801"
Georgia,Gray-Griswold,"23,626"
Georgia,Griffin,"23,329"
Georgia,Candler-McAfee,"23,025"
Georgia,McDonough,"23,004"
Georgia,Pooler,"22,251"
Georgia,Huntsville,"22,178"
Georgia,Acworth,"21,867"
Georgia,Sugar Hill,"20,821"
Georgia,Union City,"20,427"
Georgia,Decatur,"20,380"
Georgia,Cartersville,"20,015"
Georgia,Snellville,"19,439"
Georgia,Milledgeville,"19,211"
Georgia,Forest Park,"18,949"
Georgia,North Druid Hills,"18,947"
Georgia,Thomasville,"18,700"
Georgia,Suwanee,"18,164"
Georgia,Lizella,"18,098"
Georgia,St. Marys,"17,949"
Georgia,Everett,"16,769"
Georgia,Fayetteville,"16,725"
Georgia,Tifton,"16,701"
Georgia,North Decatur,"16,698"
Georgia,Kingsland,"16,416"
Georgia,Norcross,"16,349"
Georgia,Americus,"16,283"
Georgia,Murrayville,"16,222"
Georgia,Dublin,"16,182"
Georgia,Chamblee,"16,112"
Georgia,Calhoun,"16,052"
Georgia,Brunswick,"15,903"
Georgia,Conyers,"15,718"
Georgia,Riverdale,"15,669"
Georgia,Lithia Springs,"15,491"
Georgia,Westside,"15,369"
Georgia,Chestatee,"15,214"
Georgia,Belvedere Park,"15,152"
Georgia,Perry,"15,144"
Georgia,Wilmington Island,"15,138"
Georgia,Silver City,"15,128"
Georgia,Juno,"15,063"
Georgia,Winder,"14,930"
Georgia,Villa Rica,"14,700"
Georgia,Barretts,"14,663"
Georgia,College Park,"14,598"
Georgia,Powder Springs,"14,590"
Georgia,Druid Hills,"14,568"
Georgia,Moultrie,"14,507"
Georgia,Waycross,"14,166"
Georgia,West Jackson,"14,142"
Georgia,Fairburn,"13,696"
Georgia,Covington,"13,667"
Georgia,Monroe,"13,664"
Georgia,Buford,"13,392"
Georgia,Boynton Ridge,"13,326"
Georgia,Lathemtown,"13,132"
Georgia,Grovetown,"12,746"
Georgia,St. Simons,"12,743"
Georgia,Dallas,"12,629"
Georgia,Lilburn,"12,543"
Georgia,Three Sisters Mountains,"12,508"
Georgia,Bainbridge,"12,496"
Georgia,Georgetown,"11,823"
Georgia,Douglas,"11,665"
Georgia,Nelson-Tate-Marble Hill,"11,268"
Georgia,Richmond Hill,"11,229"
Georgia,Fort Benning,"11,177"
Georgia,Loganville,"11,022"
Georgia,Cordele,"10,939"
Georgia,Fort Benning South,"10,887"
Georgia,Rossville-Beverly Hills,"10,861"
Georgia,Doraville,"10,714"
Georgia,Vidalia,"10,670"
Georgia,Scottdale,"10,631"
Georgia,Yorkville,"10,575"
Georgia,North Whitfield,"10,574"
Georgia,White-Pine Log,"10,476"
Georgia,Rutland,"10,309"
Georgia,Jesup,"10,285"
Georgia,Holly Springs,"10,237"
Georgia,Jefferson,"9,867"
Georgia,Armuchee,"9,817"
Georgia,Cairo,"9,806"
Georgia,Culloden-Bolingbroke,"9,796"
Georgia,Panthersville,"9,749"
Georgia,Vinings,"9,734"
Georgia,Cedartown,"9,723"
Georgia,Rincon,"9,638"
Georgia,Fort Oglethorpe,"9,590"
Georgia,Crandall-Eton,"9,407"
Georgia,North Rockdale,"9,090"
Georgia,Fitzgerald,"9,039"
Georgia,Garden City,"8,994"
Georgia,Thomaston,"8,952"
Georgia,Fort Valley,"8,952"
Georgia,Zenith,"8,944"
Georgia,Braselton,"8,727"
Georgia,Philema,"8,620"
Georgia,Country Club Estates,"8,545"
Georgia,Skidaway Island,"8,341"
Georgia,Valley,"8,306"
Georgia,Toccoa,"8,257"
Georgia,Fair Oaks,"8,225"
Georgia,Appling,"8,141"
Georgia,Clarkston,"7,846"
Georgia,Sugar Valley-Resaca,"7,747"
Georgia,Dock Junction,"7,721"
Georgia,Carters Lake,"7,684"
Georgia,Fort Gordon,"7,663"
Georgia,Winston,"7,625"
Georgia,Centerville,"7,584"
Georgia,Catoosa Springs,"7,509"
Georgia,Swainsboro,"7,472"
Georgia,Irondale,"7,446"
Georgia,Gresham Park,"7,432"
Georgia,Fairplay,"7,348"
Georgia,Hampton,"7,305"
Georgia,Auburn,"7,254"
Georgia,Nevils-Stilson,"7,249"
Georgia,La Fayette,"7,169"
Georgia,Morrow,"7,167"
Georgia,Yellow River,"7,152"
Georgia,Tyrone,"7,135"
Georgia,Mossy Creek,"7,112"
Georgia,Port Wentworth,"7,080"
Georgia,Coopers,"6,995"
Georgia,Austell,"6,985"
Georgia,Campton,"6,920"
Georgia,Thalmann,"6,792"
Georgia,Whitemarsh Island,"6,792"
Georgia,Ivylog,"6,791"
Georgia,Fairview,"6,769"
Georgia,Washington-Metasville,"6,762"
Georgia,Waresboro,"6,724"
Georgia,Barnesville,"6,670"
Georgia,Hapeville,"6,669"
Georgia,Thomson,"6,618"
Georgia,Commerce,"6,580"
Georgia,North Ogeechee,"6,547"
Georgia,Eatonton,"6,466"
Georgia,Lovejoy,"6,406"
Georgia,Flowery Branch,"6,385"
Georgia,Dahlonega,"6,337"
Georgia,Bremen,"6,290"
Georgia,Red Bud,"6,266"
Georgia,Conley,"6,228"
Georgia,Phoenix,"6,227"
Georgia,Casey Springs,"6,188"
Georgia,Sylvester,"6,097"
Georgia,Stone Mountain,"6,025"
Hawaii,Honolulu,"374,701"
Hawaii,Urban Honolulu,"350,399"
Hawaii,Ewa,"279,683"
Hawaii,Koolaupoko,"121,180"
Hawaii,East Honolulu,"49,914"
Hawaii,Pearl City,"47,698"
Hawaii,Hilo,"43,263"
Hawaii,Waipahu,"38,216"
Hawaii,Kaneohe,"34,597"
Hawaii,North Kona,"33,155"
Hawaii,Mililani Town,"27,629"
Hawaii,Kahului,"26,337"
Hawaii,Ewa Gentry,"22,690"
Hawaii,Mililani Mauka,"21,039"
Hawaii,Kihei,"20,881"
Hawaii,Koolauloa,"19,409"
Hawaii,Makakilo,"18,248"
Hawaii,Wahiawa,"17,821"
Hawaii,Schofield Barracks,"16,370"
Hawaii,Wailuku,"15,313"
Hawaii,South Kohala,"15,253"
Hawaii,Kapolei,"15,186"
Hawaii,Ewa Beach,"14,955"
Hawaii,Royal Kunia,"14,525"
Hawaii,Halawa,"14,014"
Hawaii,Waimalu,"13,730"
Hawaii,Makakilo City,"13,511"
Hawaii,Waianae,"13,177"
Hawaii,Nanakuli,"12,666"
Hawaii,Kailua,"11,975"
Hawaii,Lahaina,"11,704"
Hawaii,Waipio,"11,674"
Hawaii,Hawaiian Paradise Park,"11,404"
Hawaii,Kula,"10,724"
Hawaii,Kapaa,"10,699"
Hawaii,Pahoa-Kalapana,"9,986"
Hawaii,South Kona,"9,977"
Hawaii,Village Park,"9,884"
Hawaii,Kalaoa,"9,644"
Hawaii,Kaneohe Station,"9,517"
Hawaii,Maili,"9,488"
Hawaii,Aiea,"9,338"
Hawaii,Waimea,"9,212"
Hawaii,Waihee-Waiehu,"8,841"
Hawaii,Ahuimanu,"8,810"
Hawaii,Holualoa,"8,538"
Hawaii,Ocean Pointe,"8,361"
Hawaii,Makaha,"8,278"
Hawaii,Haiku-Pauwela,"8,118"
Hawaii,Pukalani,"7,574"
Hawaii,Waikele,"7,479"
Hawaii,Napili-Honokowai,"7,261"
Hawaii,Makawao,"7,184"
Hawaii,North Kohala,"7,013"
Hawaii,Hickam Housing,"6,920"
Hawaii,Kau,"6,768"
Hawaii,Lihue,"6,455"
Hawaii,Waikoloa Village,"6,362"
Hawaii,Wailea-Makena,"6,251"
Hawaii,Laie,"6,138"
Hawaii,Ewa Villages,"6,108"
Idaho,Boise,"216,282"
Idaho,Nampa,"88,211"
Idaho,Meridian,"87,743"
Idaho,Idaho Falls,"58,691"
Idaho,Pocatello,"54,292"
Idaho,Caldwell,"50,224"
Idaho,Coeur d'Alene,"47,912"
Idaho,Twin Falls,"46,528"
Idaho,Lewiston,"32,482"
Idaho,Post Falls,"29,896"
Idaho,Rexburg,"27,094"
Idaho,Moscow,"24,767"
Idaho,Thornton,"24,416"
Idaho,Eagle,"22,502"
Idaho,Orchard,"18,120"
Idaho,Kuna,"16,999"
Idaho,Ammon,"14,685"
Idaho,Chubbuck,"14,229"
Idaho,Blanchard-Glengary,"13,946"
Idaho,Hayden,"13,870"
Idaho,Mountain Home,"13,780"
Idaho,Emmett Valley,"12,022"
Idaho,Blackfoot,"11,814"
Idaho,Garden City,"11,420"
Idaho,Jerome,"11,189"
Idaho,Burley,"10,480"
Idaho,Moreland,"9,573"
Idaho,Hailey,"8,076"
Idaho,Sandpoint,"7,760"
Idaho,Payette,"7,422"
Idaho,Star,"7,295"
Idaho,Rathdrum,"7,283"
Idaho,Emmett,"6,599"
Idaho,Middleton,"6,420"
Illinois,Chicago,"2,722,389"
Illinois,Aurora,"200,456"
Illinois,Rockford,"149,123"
Illinois,Joliet,"147,928"
Illinois,Naperville,"146,128"
Illinois,Springfield,"116,809"
Illinois,Peoria,"115,828"
Illinois,Elgin,"111,117"
Illinois,Waukegan,"88,915"
Illinois,Champaign,"84,513"
Illinois,Cicero,"84,354"
Illinois,Bloomington,"78,730"
Illinois,Arlington Heights,"76,024"
Illinois,Evanston,"75,658"
Illinois,Schaumburg,"74,896"
Illinois,Bolingbrook,"74,180"
Illinois,Decatur,"74,010"
Illinois,Palatine,"69,387"
Illinois,Skokie,"65,112"
Illinois,Des Plaines,"58,947"
Illinois,Orland Park,"58,666"
Illinois,Tinley Park,"57,280"
Illinois,Oak Lawn,"57,034"
Illinois,Berwyn,"56,693"
Illinois,Mount Prospect,"54,951"
Illinois,Normal,"54,594"
Illinois,Wheaton,"53,644"
Illinois,Hoffman Estates,"52,347"
Illinois,Oak Park,"52,008"
Illinois,Downers Grove,"49,715"
Illinois,Glenview,"46,767"
Illinois,Elmhurst,"45,751"
Illinois,DeKalb,"44,054"
Illinois,Lombard,"43,893"
Illinois,Moline,"42,685"
Illinois,Belleville,"42,529"
Illinois,Plainfield,"42,138"
Illinois,Urbana,"42,044"
Illinois,Buffalo Grove,"41,701"
Illinois,Bartlett,"41,632"
Illinois,Quincy,"40,805"
Illinois,Crystal Lake,"40,493"
Illinois,Carol Stream,"40,349"
Illinois,Streamwood,"40,345"
Illinois,Romeoville,"39,679"
Illinois,Rock Island,"38,642"
Illinois,Hanover Park,"38,476"
Illinois,Carpentersville,"38,407"
Illinois,Wheeling,"38,010"
Illinois,Park Ridge,"37,856"
Illinois,Addison,"37,297"
Illinois,Calumet City,"37,213"
Illinois,Glendale Heights,"34,530"
Illinois,Pekin,"33,824"
Illinois,Northbrook,"33,655"
Illinois,St. Charles,"33,387"
Illinois,Elk Grove Village,"33,379"
Illinois,Woodridge,"33,378"
Illinois,Oswego,"33,099"
Illinois,Danville,"32,243"
Illinois,Galesburg,"31,659"
Illinois,Mundelein,"31,562"
Illinois,Gurnee,"31,207"
Illinois,Chicago Heights,"30,436"
Illinois,Algonquin,"30,410"
Illinois,North Chicago,"30,395"
Illinois,Niles,"30,000"
Illinois,Highland Park,"29,871"
Illinois,Burbank,"29,218"
Illinois,Granite City,"29,183"
Illinois,O'Fallon,"29,069"
Illinois,Lake in the Hills,"28,893"
Illinois,Lansing,"28,522"
Illinois,Oak Forest,"28,174"
Illinois,Round Lake Beach,"28,012"
Illinois,Glen Ellyn,"27,763"
Illinois,West Chicago,"27,507"
Illinois,Wilmette,"27,446"
Illinois,Alton,"27,177"
Illinois,Kankakee,"26,860"
Illinois,East St. Louis,"26,672"
Illinois,McHenry,"26,630"
Illinois,Batavia,"26,424"
Illinois,Carbondale,"26,324"
Illinois,Vernon Hills,"25,911"
Illinois,Huntley,"25,603"
Illinois,Melrose Park,"25,511"
Illinois,New Lenox,"25,426"
Illinois,Harvey,"25,347"
Illinois,Belvidere,"25,282"
Illinois,Woodstock,"25,178"
Illinois,Lockport,"25,119"
Illinois,Westmont,"24,963"
Illinois,Elmwood Park,"24,954"
Illinois,Collinsville,"24,883"
Illinois,Freeport,"24,851"
Illinois,Edwardsville,"24,758"
Illinois,Homer Glen,"24,364"
Illinois,Rolling Meadows,"24,279"
Illinois,Zion,"24,264"
Illinois,Maywood,"24,133"
Illinois,Blue Island,"23,785"
Illinois,Loves Park,"23,551"
Illinois,Morton Grove,"23,497"
Illinois,East Peoria,"23,375"
Illinois,Dolton,"23,307"
Illinois,Machesney Park,"23,036"
Illinois,Roselle,"23,030"
Illinois,Lisle,"22,827"
Illinois,Goodings Grove,"22,530"
Illinois,Darien,"22,315"
Illinois,Bloomingdale,"22,299"
Illinois,South Elgin,"22,226"
Illinois,South Holland,"22,144"
Illinois,Villa Park,"22,038"
Illinois,Park Forest,"22,034"
Illinois,Charleston,"21,838"
Illinois,Geneva,"21,742"
Illinois,East Moline,"21,175"
Illinois,Grayslake,"21,018"
Illinois,Crest Hill,"20,771"
Illinois,Libertyville,"20,512"
Illinois,Lake Zurich,"20,054"
Illinois,Evergreen Park,"19,935"
Illinois,Homewood,"19,464"
Illinois,Mokena,"19,447"
Illinois,Alsip,"19,427"
Illinois,Lake Forest,"19,379"
Illinois,Montgomery,"19,301"
Illinois,Jacksonville,"19,159"
Illinois,Matteson,"19,156"
Illinois,Bellwood,"19,152"
Illinois,Brookfield,"19,023"
Illinois,Macomb,"18,943"
Illinois,Round Lake,"18,536"
Illinois,Bourbonnais,"18,534"
Illinois,Bensenville,"18,487"
Illinois,Frankfort,"18,446"
Illinois,Ottawa,"18,428"
Illinois,Franklin Park,"18,404"
Illinois,Deerfield,"18,385"
Illinois,Mattoon,"18,211"
Illinois,Yorkville,"18,096"
Illinois,Cary,"17,991"
Illinois,Godfrey,"17,782"
Illinois,Sycamore,"17,753"
Illinois,Palos Hills,"17,627"
Illinois,Hinsdale,"17,446"
Illinois,Marion,"17,438"
Illinois,North Aurora,"17,342"
Illinois,Fairview Heights,"16,901"
Illinois,Country Club Hills,"16,865"
Illinois,Westchester,"16,807"
Illinois,Lemont,"16,661"
Illinois,Shorewood,"16,569"
Illinois,Morton,"16,499"
Illinois,Bridgeview,"16,491"
Illinois,Prospect Heights,"16,418"
Illinois,Washington,"15,816"
Illinois,La Grange,"15,759"
Illinois,Bradley,"15,677"
Illinois,Dixon,"15,285"
Illinois,Mount Vernon,"15,177"
Illinois,Sterling,"15,011"
Illinois,Midlothian,"14,911"
Illinois,Norridge,"14,674"
Illinois,Cahokia,"14,588"
Illinois,Lindenhurst,"14,468"
Illinois,Chicago Ridge,"14,434"
Illinois,Antioch,"14,411"
Illinois,Canton,"14,307"
Illinois,Forest Park,"14,196"
Illinois,Hazel Crest,"14,182"
Illinois,Hickory Hills,"14,177"
Illinois,Lincoln,"14,162"
Illinois,Morris,"14,135"
Illinois,Beach Park,"13,988"
Illinois,Wood Dale,"13,945"
Illinois,Wauconda,"13,896"
Illinois,Richton Park,"13,751"
Illinois,La Grange Park,"13,665"
Illinois,Swansea,"13,651"
Illinois,Riverdale,"13,604"
Illinois,Warrenville,"13,336"
Illinois,Streator,"13,289"
Illinois,Western Springs,"13,284"
Illinois,Rantoul,"13,100"
Illinois,Justice,"13,022"
Illinois,Glen Carbon,"12,947"
Illinois,Shiloh,"12,907"
Illinois,Herrin,"12,852"
Illinois,Centralia,"12,742"
Illinois,Markham,"12,688"
Illinois,Lincolnwood,"12,687"
Illinois,Channahon,"12,616"
Illinois,Palos Heights,"12,597"
Illinois,Kewanee,"12,596"
Illinois,Effingham,"12,577"
Illinois,Winnetka,"12,490"
Illinois,Northlake,"12,372"
Illinois,Chatham,"12,212"
Illinois,Schiller Park,"11,857"
Illinois,Pontiac,"11,599"
Illinois,Summit,"11,447"
Illinois,Campton Hills,"11,317"
Illinois,River Forest,"11,208"
Illinois,Minooka,"11,194"
Illinois,Plano,"11,175"
Illinois,Crestwood,"11,029"
Illinois,Taylorville,"10,971"
Illinois,Worth,"10,838"
Illinois,Lyons,"10,773"
Illinois,Burr Ridge,"10,761"
Illinois,Roscoe,"10,603"
Illinois,Fox Lake,"10,578"
Illinois,Sauk Village,"10,545"
Illinois,Barrington,"10,373"
Illinois,Wood River,"10,355"
Illinois,River Grove,"10,271"
Illinois,Gages Lake,"10,198"
Illinois,Waterloo,"10,178"
Illinois,Columbia,"10,121"
Illinois,Peru,"10,016"
Illinois,Troy,"9,996"
Illinois,Highland,"9,894"
Illinois,Winfield,"9,569"
Illinois,Steger,"9,557"
Illinois,Monmouth,"9,527"
Illinois,Flossmoor,"9,522"
Illinois,Rochelle,"9,390"
Illinois,Bethalto,"9,382"
Illinois,La Salle,"9,328"
Illinois,Lynwood,"9,313"
Illinois,Frankfort Square,"9,276"
Illinois,Harvard,"9,230"
Illinois,Sugar Grove,"9,192"
Illinois,Rock Falls,"9,062"
Illinois,Glenwood,"9,036"
Illinois,Olney,"9,026"
Illinois,Manteno,"9,026"
Illinois,Wonder Lake,"8,967"
Illinois,Glencoe,"8,923"
Illinois,Harrisburg,"8,914"
Illinois,Riverside,"8,881"
Illinois,Lake Villa,"8,825"
Illinois,Itasca,"8,800"
Illinois,Harwood Heights,"8,675"
Illinois,Clarendon Hills,"8,658"
Illinois,Willowbrook,"8,631"
Illinois,Jerseyville,"8,532"
Illinois,Paris,"8,498"
Illinois,Chester,"8,421"
Illinois,Crete,"8,227"
Illinois,Hillside,"8,195"
Illinois,Long Grove,"8,181"
Illinois,Boulder Hill,"8,108"
Illinois,Oak Brook,"8,065"
Illinois,West Frankfort,"8,056"
Illinois,Island Lake,"8,031"
Illinois,Broadview,"7,959"
Illinois,Mahomet,"7,955"
Illinois,Calumet Park,"7,903"
Illinois,Savoy,"7,879"
Illinois,Hawthorn Woods,"7,875"
Illinois,Mascoutah,"7,869"
Illinois,Maryville,"7,826"
Illinois,Murphysboro,"7,811"
Illinois,South Beloit,"7,719"
Illinois,Robinson,"7,622"
Illinois,Inverness,"7,592"
Illinois,Gilberts,"7,556"
Illinois,Rockton,"7,554"
Illinois,Silvis,"7,526"
Illinois,Marengo,"7,508"
Illinois,Park City,"7,440"
Illinois,Princeton,"7,415"
Illinois,Sandwich,"7,410"
Illinois,West Dundee,"7,391"
Illinois,Round Lake Park,"7,371"
Illinois,Salem,"7,334"
Illinois,Manhattan,"7,302"
Illinois,Lincolnshire,"7,292"
Illinois,Orland Hills,"7,277"
Illinois,Mendota,"7,254"
Illinois,University Park,"7,095"
Illinois,Clinton,"7,078"
Illinois,Mount Carmel,"7,034"
Illinois,Benton,"7,016"
Illinois,Vandalia,"6,984"
Illinois,Litchfield,"6,930"
Illinois,Greenville,"6,885"
Illinois,Stickney,"6,818"
Illinois,Winthrop Harbor,"6,730"
Illinois,North Riverside,"6,698"
Illinois,Geneseo,"6,537"
Illinois,Bartonville,"6,423"
Illinois,Metropolis,"6,390"
Illinois,Johnsburg,"6,297"
Illinois,East Alton,"6,215"
Illinois,Braidwood,"6,185"
Illinois,Chillicothe,"6,135"
Illinois,Hillsboro,"6,089"
Illinois,Countryside,"6,023"
Illinois,Posen,"6,021"
Illinois,Peoria Heights,"6,020"
Illinois,Lakemoor,"6,005"
Indiana,Indianapolis,"848,788"
Indiana,Fort Wayne,"258,522"
Indiana,Evansville,"120,346"
Indiana,South Bend,"101,190"
Indiana,Carmel,"86,682"
Indiana,Fishers,"86,325"
Indiana,Bloomington,"83,322"
Indiana,Hammond,"78,384"
Indiana,Gary,"77,909"
Indiana,Lafayette,"70,654"
Indiana,Muncie,"70,211"
Indiana,Terre Haute,"60,956"
Indiana,Noblesville,"57,584"
Indiana,Kokomo,"57,085"
Indiana,Anderson,"55,455"
Indiana,Greenwood,"54,491"
Indiana,Elkhart,"51,421"
Indiana,Mishawaka,"48,174"
Indiana,Lawrence,"47,550"
Indiana,Jeffersonville,"46,440"
Indiana,Columbus,"46,124"
Indiana,Portage,"36,760"
Indiana,New Albany,"36,589"
Indiana,Richmond,"36,159"
Indiana,Merrillville,"35,450"
Indiana,Westfield,"35,297"
Indiana,Valparaiso,"32,369"
Indiana,Goshen,"32,267"
Indiana,West Lafayette,"32,109"
Indiana,Michigan City,"31,487"
Indiana,Granger,"30,465"
Indiana,Plainfield,"30,409"
Indiana,Marion,"29,308"
Indiana,East Chicago,"28,990"
Indiana,Schererville,"28,926"
Indiana,Hobart,"28,635"
Indiana,Crown Point,"28,623"
Indiana,Zionsville,"25,734"
Indiana,Franklin,"24,356"
Indiana,Brownsburg,"23,322"
Indiana,Highland,"23,127"
Indiana,Munster,"23,103"
Indiana,La Porte,"22,007"
Indiana,Clarksville,"21,879"
Indiana,Greenfield,"21,398"
Indiana,Shelbyville,"19,163"
Indiana,Seymour,"19,094"
Indiana,Vincennes,"18,032"
Indiana,Logansport,"18,019"
Indiana,New Castle,"17,653"
Indiana,Huntington,"17,166"
Indiana,Griffith,"16,516"
Indiana,Dyer,"16,169"
Indiana,Frankfort,"16,153"
Indiana,St. John,"16,117"
Indiana,Crawfordsville,"15,988"
Indiana,Avon,"15,971"
Indiana,Lebanon,"15,836"
Indiana,New Haven,"15,608"
Indiana,Jasper,"15,325"
Indiana,Beech Grove,"14,514"
Indiana,Warsaw,"14,280"
Indiana,Chesterton,"13,403"
Indiana,Bedford,"13,355"
Indiana,Connersville,"13,032"
Indiana,Auburn,"12,834"
Indiana,Purdue University,"12,183"
Indiana,Lake Station,"12,175"
Indiana,Speedway,"12,101"
Indiana,Madison,"12,035"
Indiana,Washington,"12,020"
Indiana,Cedar Lake,"11,854"
Indiana,Greensburg,"11,817"
Indiana,Martinsville,"11,744"
Indiana,Yorktown,"11,220"
Indiana,Peru,"11,079"
Indiana,Wabash,"10,433"
Indiana,Greencastle,"10,362"
Indiana,Plymouth,"10,095"
Indiana,Bluffton,"9,969"
Indiana,Kendallville,"9,905"
Indiana,Danville,"9,593"
Indiana,Mooresville,"9,576"
Indiana,Decatur,"9,432"
Indiana,Lowell,"9,402"
Indiana,Columbia City,"8,829"
Indiana,Angola,"8,624"
Indiana,Princeton,"8,608"
Indiana,Elwood,"8,480"
Indiana,Brazil,"8,114"
Indiana,Sellersburg,"8,066"
Indiana,Charlestown,"8,054"
Indiana,Tell City,"7,257"
Indiana,Lakes of the Four Seasons,"7,033"
Indiana,Nappanee,"6,715"
Indiana,Scottsburg,"6,662"
Indiana,North Vernon,"6,636"
Indiana,Bargersville,"6,627"
Indiana,Mount Vernon,"6,573"
Indiana,Batesville,"6,541"
Indiana,Ellettsville,"6,475"
Indiana,Garrett,"6,319"
Indiana,Salem,"6,236"
Indiana,Dunlap,"6,235"
Indiana,Portland,"6,204"
Indiana,Boonville,"6,164"
Indiana,Rushville,"6,158"
Indiana,Rochester,"6,119"
Indiana,Huntingburg,"6,042"
Indiana,Hartford City,"6,042"
Indiana,Gas City,"6,032"
Iowa,Des Moines,"209,220"
Iowa,Cedar Rapids,"129,195"
Iowa,Davenport,"102,448"
Iowa,Sioux City,"82,517"
Iowa,Iowa City,"73,415"
Iowa,Waterloo,"68,364"
Iowa,West Des Moines,"63,325"
Iowa,Ames,"63,266"
Iowa,Council Bluffs,"62,245"
Iowa,Dubuque,"58,436"
Iowa,Ankeny,"53,801"
Iowa,Urbandale,"43,150"
Iowa,Cedar Falls,"40,859"
Iowa,Marion,"36,774"
Iowa,Bettendorf,"35,122"
Iowa,Marshalltown,"27,727"
Iowa,Mason City,"27,458"
Iowa,Clinton,"26,246"
Iowa,Burlington,"25,539"
Iowa,Ottumwa,"24,682"
Iowa,Fort Dodge,"24,594"
Iowa,Muscatine,"23,888"
Iowa,Johnston,"20,359"
Iowa,Coralville,"20,349"
Iowa,Waukee,"17,705"
Iowa,Clive,"17,052"
Iowa,Altoona,"16,105"
Iowa,North Liberty,"15,386"
Iowa,Indianola,"15,305"
Iowa,Newton,"15,150"
Iowa,Boone,"12,633"
Iowa,Oskaloosa,"11,541"
Iowa,Spencer,"11,206"
Iowa,Storm Lake,"10,895"
Iowa,Fort Madison,"10,764"
Iowa,Keokuk,"10,692"
Iowa,Pella,"10,337"
Iowa,Waverly,"10,106"
Iowa,Carroll,"10,007"
Iowa,Norwalk,"9,859"
Iowa,Grimes,"9,786"
Iowa,Le Mars,"9,764"
Iowa,Fairfield,"9,750"
Iowa,Pleasant Hill,"9,159"
Iowa,Grinnell,"9,069"
Iowa,Mount Pleasant,"8,647"
Iowa,Denison,"8,390"
Iowa,Perry,"8,151"
Iowa,Decorah,"7,957"
Iowa,Creston,"7,839"
Iowa,Webster City,"7,788"
Iowa,Clear Lake,"7,682"
Iowa,Charles City,"7,513"
Iowa,Sioux Center,"7,389"
Iowa,Washington,"7,349"
Iowa,Knoxville,"7,244"
Iowa,Hiawatha,"7,157"
Iowa,Atlantic,"6,842"
Iowa,Nevada,"6,779"
Iowa,Oelwein,"6,181"
